origin,cached_area_km2,area_epsg5070_km2,cached_over_projected
36081015802,2.965841300000701e-11,0.27840405577464833,1.0653010394364998e-10
36081018102,1.029475050002383e-11,0.09655591387207617,1.0661957499219586e-10
36037951300,2.0495907962500082e-08,185.93364842481662,1.1023237663616181e-10
36037951100,1.913083362649976e-08,173.31189331182009,1.103838476455846e-10
36037940100,2.641907873000148e-09,23.907032162052126,1.105075634270353e-10
36037950100,1.7146357070999997e-08,155.1019888469421,1.1054891815681604e-10
36067001900,1.8522230149998478e-10,1.6761443998313874,1.1050497887808312e-10
36067002000,1.0332856200001307e-10,0.9351603713260898,1.104928792625051e-10
36067013200,3.222354724999994e-10,2.917155534965188,1.1046221863649955e-10
36083051902,2.8088645650000473e-09,25.51726806358263,1.1007700973321523e-10
36083052003,3.544524744500004e-09,32.223703215187626,1.0999743638494672e-10
36083052101,1.3092642341000071e-08,119.04066062956358,1.0998462434396581e-10
36059303900,2.4939587849997107e-10,2.338400538052633,1.066523354068599e-10
36059304001,7.791934800000712e-11,0.7307300914481792,1.0663218733141891e-10
36059304002,1.3848916850001058e-10,1.2986902591738383,1.0663756621083033e-10
36059304100,1.8543214450003132e-10,1.7387997875363295,1.066437584299262e-10
36059304202,2.2236421099995283e-10,2.0851502961536346,1.0664181445823652e-10
36059404400,1.2389483200001938e-10,1.1624290243821922,1.0658270690192634e-10
