origin,tile,cpc,cpc_numerator,observed_mass,predicted_mass,full_domain_observed_mass,destination_count,l1_error
36067010301,163,0.9032270735742407,11369.822402152542,6294.0,6293.999999999999,11996.0,10,1218.1775978474577
36067010321,163,0.821835891682589,5392.887121221149,3281.0,3281.0000000000005,5827.0,10,1169.1128787788512
36067010322,163,0.9253867838883424,9735.068966505361,5260.0,5259.999999999999,8898.0,10,784.9310334946383
36067011242,163,0.8302831926646035,13669.78248403003,8232.0,8232.000000000002,14822.0,10,2794.217515969968
36075020600,163,0.9567659229794195,8670.212794039498,4531.0,4530.999999999999,9006.0,10,391.7872059605003
36075020704,163,0.0,0.0,0.0,0.0,0.0,10,0.0
36075020706,163,0.0,0.0,0.0,0.0,0.0,10,0.0
36075020707,163,0.0,0.0,0.0,0.0,0.0,10,0.0
36055011505,93,0.8316435271904289,13580.738799019702,8165.0,8164.999999999999,13391.0,25,2749.2612009802956
36055011601,93,0.834587606080387,13513.642517653625,8096.0,8096.000000000001,12609.0,25,2678.3574823463746
36055011603,93,0.6315184398467253,1472.701001722563,1166.0,1165.9999999999998,2043.0,25,859.2989982774368
36055011604,93,0.7452815749991603,3988.7469893955054,2676.0,2676.0,4846.0,25,1363.2530106044944
36055011605,93,0.8134521488074926,3938.7353045258787,2421.0,2420.9999999999995,3661.0,25,903.2646954741207
36055011705,93,0.7440727657534862,8735.414269945926,5870.0,5870.000000000001,9194.0,25,3004.5857300540724
36055011707,93,0.8945530850930211,17619.117563992146,9848.0,9848.0,14998.0,25,2076.8824360078556
36055011708,93,0.745636872198987,7085.041559634776,4751.0,4751.000000000001,7124.0,25,2416.9584403652248
36055011709,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36055011710,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36055011711,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36055011712,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36055011800,93,0.848093773601535,8158.662102046766,4810.0,4810.0,8220.0,25,1461.3378979532324
36055011901,93,0.793370730950127,13392.097938438143,8440.0,8439.999999999998,12720.0,25,3487.902061561856
36055011903,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36055011904,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36055012000,93,0.7023474630010524,4830.745850521238,3439.0,3438.9999999999995,5258.0,25,2047.2541494787613
36055012100,93,0.6639342943897925,5890.425059826239,4436.0,4436.0,7068.0,25,2981.574940173761
36055012202,93,0.7489066884801947,6190.462686977289,4133.0,4133.000000000001,7744.0,25,2075.537313022711
36055012304,93,0.8155241464113132,7983.9813933667565,4895.0,4895.0,8642.0,25,1806.0186066332435
36055012305,93,0.7798690788056379,8137.153968258027,5217.0,5217.0,8458.0,25,2296.846031741973
36069050101,93,0.6874787880448632,4764.228001150901,3465.0,3465.0,6586.0,25,2165.7719988490985
36069050104,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36069050204,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36117020303,93,0.0,0.0,0.0,0.0,0.0,25,0.0
36109001500,132,0.9951765811515242,13407.018901273335,6736.0,6736.000000000001,12939.0,2,64.98109872666555
36109002300,132,0.9199719796353145,11330.374901188534,6158.0,6158.0,10579.0,2,985.6250988114658
36069050601,91,0.9997019358820426,10530.860192581436,5267.0,5267.0,10701.0,4,3.1398074185635276
36069052003,91,0.0,0.0,0.0,0.0,0.0,4,0.0
36069052101,91,0.0,0.0,0.0,0.0,0.0,4,0.0
36069052102,91,0.0,0.0,0.0,0.0,0.0,4,0.0
36017970501,208,0.0,0.0,0.0,0.0,0.0,3,0.0
36017970502,208,0.0,0.0,0.0,0.0,0.0,3,0.0
36077591500,208,0.9998458819190642,5491.1535834995,2746.0,2745.9999999999995,6275.0,3,0.8464165004993552
36045061700,153,1.0,4156.0,2078.0,2078.0,4267.0,1,0.0
36065024101,235,1.0,2662.0,1331.0,1331.0,2550.0,1,0.0
36051030100,72,0.9687252918558491,8778.588594797704,4531.0,4531.0,8065.0,3,283.41140520229584
36051030201,72,0.9783849799710261,9899.299227346843,5059.0,5059.0,9135.0,3,218.70077265315717
